Cycle,Step,Avg Density,Avg Potential
1,0,-3.908068717213709e-05,0.0003090102464602658
1,1,-3.081211905460434e-05,0.0006979795494768624
1,2,-2.8377863353135924e-05,0.000453459382706825
1,3,-4.764355616763109e-05,0.0005205638236411805
1,4,-5.6396732754563345e-05,0.04148488823923397
1,5,-9.881898135047674e-05,0.041444140958351465
1,6,-0.00011456012448182238,0.08296352871531008
1,7,-0.0001499576682687415,0.08286745525591985
1,8,-0.00017738476586734913,0.050726504672084
1,9,-0.00017946753680464386,0.10863292374170326
1,10,-0.00017922988638096333,0.10764451031458379
1,11,-0.0001647270599738244,0.10689918886473845
1,12,-0.00019012762675136603,0.10599605137006039
1,13,-0.0001476441461161746,0.12112392784517127
1,14,-0.0001462035334839697,0.1456280612176957
1,15,-0.00011359033943679442,0.1366153044380435
1,16,-0.00015570528330751093,0.13528714164065056
1,17,-0.00016594268356828252,0.13400866957670435
1,18,-0.0001259948705563455,0.17393215425459313
1,19,-0.00013975851717781568,0.17236382908386594
1,20,-0.0001417470403720175,0.1269705484742341
1,21,-0.00011337045838813478,0.06651128567050008
1,22,-0.00012417024876240534,0.06550731879980878
1,23,-3.447562843118091e-05,-0.0017005505795400777
1,24,-5.892957858931317e-05,-0.0017742375664885762
1,25,-5.751525978699705e-05,-0.027860792651592303
1,26,-3.2262207658061926e-05,0.0019269476468087021
1,27,-3.9923034602316676e-05,0.0036231284932665697
1,28,-6.591885970613884e-05,0.04704724497802923
1,29,-8.791432471805081e-05,0.04721142132099612
1,30,-4.9860813688658275e-05,0.08828850510676278
1,31,-2.919469071096972e-05,0.08775672543999696
1,32,-6.125327321059542e-06,0.08671576480891231
1,33,-2.3010242062237874e-06,0.12566855011699607
1,34,3.414034819369086e-06,0.12490676200570258
1,35,0.00012748802952555223,0.07123169816929695
1,36,0.000101529950230429,0.15902337066866282
1,37,9.926192462608255e-05,0.15699402887094543
1,38,8.757216121012887e-05,0.13620091932356476
1,39,9.677915491007629e-05,0.13485319326359615
1,40,0.0001258513134461573,0.10690133171551522
1,41,0.0001394125712369609,0.12326039749822236
1,42,0.00010411584985037236,0.10093491174317498
1,43,9.027507361265299e-05,0.09987000392325605
1,44,3.728379672328057e-05,0.13497453025154393
1,45,4.736648185557399e-05,0.16792420064943003
1,46,5.2642817361727985e-05,0.1869139580528661
1,47,3.112278725839987e-05,0.18458544803693372
1,48,5.16332538494657e-05,0.16189432358288783
1,49,2.276866817461264e-05,0.16058358969687905
1,50,1.9520754224229434e-05,0.1590560823972871
1,51,4.033065358762709e-05,0.1574769445643722
1,52,2.8420761338298993e-05,0.20101509851930663
1,53,5.521436344088381e-05,0.2264649817975238
1,54,8.82023579196058e-05,0.22390980254825096
1,55,4.882045129655351e-05,0.22216796290933302
1,56,5.90244530669954e-05,0.238355418370022
1,57,2.8340248400603268e-05,0.2798084570853834
1,58,8.606127308880988e-05,0.27655494957586685
1,59,8.75999628975749e-05,0.27380075757446537
1,60,7.176469855746571e-05,0.2709663265411611
1,61,8.829161355023655e-05,0.36222728198050447
1,62,0.00010052496921392068,0.35867199352607754
1,63,0.00011974743647343827,0.3902878171327038
1,64,9.81795241035388e-05,0.386668684004385
1,65,4.947891421166282e-05,0.38297625724296713
1,66,4.62426455190848e-05,0.3793512100420354
1,67,-9.621579375971402e-06,0.3678796901259648
1,68,1.6742079499587177e-05,0.3501865933014757
1,69,-1.2306330013836002e-05,0.3487298745057038
1,70,2.6340216101972527e-06,0.34485700250863016
1,71,-3.93689576999158e-06,0.34082829066264614
1,72,-5.8629056174686224e-05,0.338217875395196
1,73,-9.384516743782515e-05,0.3350603070881682
1,74,-7.312523788507381e-05,0.30080248409224947
1,75,-8.091322631776381e-05,0.29753118574941684
1,76,-0.00010144727282805242,0.31817655736939027
1,77,-8.682163732528085e-05,0.28306040589363113
1,78,-7.420743782336153e-05,0.27978079157996916
1,79,-0.00011325760827780922,0.33659636342331467
1,80,-0.00018904958014964165,0.33352266492916777
1,81,-0.00020513584802484455,0.3305028601435945
1,82,-0.00019534366485755552,0.32742135427878094
1,83,-0.00018123754863532033,0.3237837221752695
1,84,-0.00011453702005607391,0.31989662532304963
1,85,-0.00014663945857716748,0.31695132661344444
1,86,-0.00017083712952746576,0.31422448229333816
1,87,-0.00016525639621671823,0.3107833175951685
1,88,-0.00020802870685828398,0.335321474782545
1,89,-0.00019162381773017617,0.33155198487347787
1,90,-0.0001421351603861301,0.3560798936434757
1,91,-0.00017125713685682597,0.35268074202528105
1,92,-0.00017651676473763096,0.4131346182051884
1,93,-0.0001822818401944201,0.4091723246260489
1,94,-0.00017437080485533274,0.4049794027506216
1,95,0.00596894921629594,0.2438254168498386
1,96,0.0059189524716878215,0.27596406959775965
1,97,0.005838662670159361,0.27348470073978004
1,98,0.005776210515210303,0.3078644886226116
1,99,0.005698781947050443,0.3206765489504836
1,100,0.0056878185220999794,0.31677600068673883
1,101,0.005619527970555219,0.3137836843323112
1,102,0.005553265657990506,0.35638541891231
1,103,0.005480905527605213,0.4071978589108789
1,104,0.0054562882330628885,0.4025476815938528
1,105,0.005388380962838182,0.39858113513351967
1,106,0.00534679423728861,0.46067239872256144
1,107,0.006050031459701597,0.40679621697384305
1,108,0.006001501874347378,0.43767106121789884
1,109,0.005948586419081405,0.3799867324508743
1,110,0.005886493189105982,0.42176704108078
1,111,0.005786452219380458,0.43116506191075243
1,112,0.005736878632387195,0.4265941259390603
1,113,0.005676440735901038,0.43000510679043574
1,114,0.005634762173021205,0.38706051858598794
1,115,0.0055841181714011935,0.3832904637350843
1,116,0.005552595679775806,0.37961313414583653
1,117,0.005525268953692807,0.3755143554571142
1,118,0.005470761623202481,0.38543414312248103
1,119,0.0054133418526475605,0.38190766860895065
1,120,0.005364033845652219,0.37741247684521734
1,121,0.005310452029490262,0.37395066160506696
1,122,0.00539786777561238,0.3026925107070299
1,123,0.005375691024932644,0.24089185460474397
1,124,0.005339030403970141,0.2378965231258475
1,125,0.005309992727444726,0.2354722602989848
1,126,0.005265150037023106,0.2327414874014876
1,127,0.005181324590076554,0.24858351954835675
1,128,0.005118200693305226,0.22517458840535556
1,129,0.0050738509058115425,0.22297616221282912
1,130,0.005029196868503073,0.22081630473396477
1,131,0.004963163142272914,0.21870816696731057
1,132,0.004996851698774565,0.15247934839031133
1,133,0.0049516918615230355,0.15102329270286466
1,134,0.004891454771426983,0.1497805591178613
1,135,0.004841676065297156,0.14763032017909783
1,136,0.0054960415725427356,0.017141158671347197
1,137,0.00547895195365354,-0.016393096206281828
1,138,0.005393438601358059,-0.0757427567007166
1,139,0.005360071322202396,-0.07532845645453703
1,140,0.005333765445529021,-0.07444724892093925
1,141,0.005263887683085907,-0.07314336402018884
1,142,0.005217486164320227,-0.07238336338325041
1,143,0.005161274167839366,-0.04395232138320375
1,144,0.0051356026158688745,-0.04339665612719535
1,145,0.0050824161180209266,-0.04290704102228809
1,146,0.00503121786227482,-0.04302361872941461
1,147,0.0049810806040120024,0.002498483873255991
1,148,0.004904873265089519,0.046823276549791924
1,149,0.004836194310892366,0.004951257786801623
1,150,0.016506238521499732,-0.08468684536186158
1,151,0.016333713525724537,-0.06187647462394871
1,152,0.016197937817436104,-0.06195912849466831
1,153,0.016008137817231025,-0.05487750665261712
1,154,0.015853944527803913,-0.05428007358016554
1,155,0.015664518276311948,-0.053507995430007116
1,156,0.015466000601295455,-0.052768863177241526
1,157,0.015336396950433772,-0.0670906505884651
1,158,0.015197324891705414,-0.06638693451232111
1,159,0.015033947171384666,-0.06591966616240634
1,160,0.014925380043056973,-0.06529296607224579
1,161,0.014785734871196362,-0.08657822510818139
1,162,0.014636539170987882,-0.08579679133371515
1,163,0.014477256512803193,-0.09586906529159461
1,164,0.014332437061326106,-0.0951449850637095
1,165,0.014168858019799658,-0.09382300266779432
1,166,0.014028077773939565,-0.04296732161282957
1,167,0.013913051864260718,-0.0426995026092277
1,168,0.013765355969679557,-0.0423599906273873
1,169,0.013638627345432468,-0.042068732629337795
1,170,0.013502064093821854,-0.04132443609841392
1,171,0.013393310489119764,-0.04112568982235659
1,172,0.013287102619516817,-0.040743327042788935
1,173,0.013118097168380553,-0.0873537184638167
1,174,0.012980495993045016,-0.08670379822263694
1,175,0.012847753897080719,-0.08577723707789511
1,176,0.012749388226699633,-0.08551402592739465
1,177,0.012598920777056533,-0.08485426125363
1,178,0.012478598976948878,-0.057595996419259846
1,179,0.012378744693088715,-0.05688032402844187
1,180,0.02558348900866618,-0.14646182994698764
1,181,0.025273529640537248,-0.06610508387540132
1,182,0.0250375639136313,-0.06598215143955577
1,183,0.024781676080496085,-0.06501134479118767
1,184,0.024499673411292673,-0.0640063547003667
1,185,0.02423787135661016,0.01054031557728173
1,186,0.023974096248105113,0.010904674882493616
1,187,0.023710357745866547,0.011368489494591197
1,188,0.023440201208751364,-0.03982970718612905
1,189,0.023170883740365023,-0.039265635113802724
1,190,0.02292414197692834,-0.039305127471027615
1,191,0.022685455209146294,0.03579970597513572
1,192,0.022486284529590898,0.1189175628461758
1,193,0.022279245856635994,0.11811854376164879
1,194,0.022014119244128803,0.11747297901801232
1,195,0.021776117382098347,0.11627108360933684
1,196,0.021545034584339547,0.11558604156040285
1,197,0.021351320189177618,0.11449406338981614
1,198,0.02110271529670071,0.13422776626233976
1,199,0.020895860509271193,0.16831365167001316
